"","user","rec 1","rec 2","rec 3","rec 4","rec 5","rec 6","rec 7","rec 8","rec 9","rec 10"
"832","13125","fall.out.boy","paramore","billy.talent","green.day","blink.182","evanescence","the.offspring","three.days.grace","foo.fighters","guano.apes"
"833","13126","the.strokes","portishead","kings.of.convenience","nada.surf","bloc.party","the.hives","queens.of.the.stone.age","beyonce","mando.diao","stars"
"834","13146","jamiroquai","nouvelle.vague","aphex.twin","jose.gonzalez","damien.rice","faithless","gorillaz","gentleman","the.prodigy","digitalism"
"835","13147","nofx","bad.religion","flogging.molly","cypress.hill","anti.flag","misfits","jay.z","aphex.twin","bloodhound.gang","blink.182"
"836","13165","jay.z","timbaland","justin.timberlake","david.guetta","peter.fox","deichkind","eminem","lenny.kravitz","cypress.hill","rihanna"
"837","13209","madonna","timbaland","snow.patrol","pink","rihanna","mika","leona.lewis","david.guetta","kanye.west","alanis.morissette"
"838","13213","green.day","bad.religion","misfits","rage.against.the.machine","beatsteaks","gentleman","system.of.a.down","flogging.molly","nofx","dropkick.murphys"
"839","13234","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"840","13240","amy.macdonald","morcheeba","keane","red.hot.chili.peppers","clueso","massive.attack","the.fray","maria.mena","frank.sinatra","norah.jones"
"841","13245","incubus","coldplay","the.killers","the.fray","the.fratellis","kings.of.leon","kaiser.chiefs","beatsteaks","arctic.monkeys","travis"
"842","13295","timbaland","the.fratellis","arctic.monkeys","beyonce","black.eyed.peas","nelly.furtado","kate.nash","mando.diao","panic.at.the.disco","christina.aguilera"
"843","13310","slipknot","tenacious.d","slayer","soilwork","dark.tranquillity","godsmack","bullet.for.my.valentine","caliban","chimaira","limp.bizkit"
"844","13365","slipknot","tenacious.d","ensiferum","caliban","chimaira","blind.guardian","soilwork","dark.tranquillity","finntroll","ac.dc"
"845","13366","him","apocalyptica","lacuna.coil","serj.tankian","evanescence","farin.urlaub","rob.zombie","blind.guardian","korpiklaani","tool"
"846","13375","kanye.west","farin.urlaub","eminem","nelly.furtado","peter.fox","manu.chao","nirvana","hoobastank","die.toten.hosen","foo.fighters"
"847","13381","robbie.williams","alicia.keys","travis","abba","moby","amy.macdonald","mika","genesis","u2","katie.melua"
"848","13382","ensiferum","finntroll","korpiklaani","dimmu.borgir","in.flames","soilwork","die.apokalyptischen.reiter","opeth","killswitch.engage","kreator"
"849","13424","jason.mraz","the.fray","norah.jones","abba","tegan.and.sara","razorlight","mika","the.wombats","genesis","david.bowie"
"850","13425","flogging.molly","nirvana","jack.johnson","foo.fighters","farin.urlaub","oasis","seeed","manu.chao","the.hives","clueso"
"851","13447","massive.attack","aphex.twin","bjork","goldfrapp","morcheeba","atb","the.chemical.brothers","moby","radiohead","gorillaz"
"852","13463","christina.aguilera","lady.gaga","pink","beyonce","cascada","black.eyed.peas","scooter","kelly.clarkson","hoobastank","nelly.furtado"
"853","13467","bad.religion","misfits","afi","flogging.molly","fall.out.boy","linkin.park","the.offspring","panic.at.the.disco","stone.sour","die.toten.hosen"
"854","13473","massive.attack","moby","the.prodigy","bjork","abba","michael.jackson","hans.zimmer","red.hot.chili.peppers","daft.punk","katie.melua"
"855","13476","in.extremo","subway.to.sally","lacuna.coil","equilibrium","blind.guardian","motorhead","black.sabbath","guns.n.roses","hammerfall","eluveitie"
"856","13510","pink","lady.gaga","madonna","justin.timberlake","scooter","christina.aguilera","cascada","the.pussycat.dolls","duffy","black.eyed.peas"
"857","13547","ramones","the.beatles","bob.dylan","the.rolling.stones","bob.marley...the.wailers","manu.chao","elvis.presley","eels","pearl.jam","david.bowie"
"858","13548","nofx","three.days.grace","rise.against","misfits","millencolin","flogging.molly","disturbed","dropkick.murphys","black.sabbath","lostprophets"
"859","13552","three.days.grace","the.used","good.charlotte","bullet.for.my.valentine","green.day","papa.roach","lostprophets","billy.talent","trivium","paramore"
"860","13557","adam.green","the.subways","the.streets","bloc.party","justice","the.postal.service","mando.diao","hot.chip","the.killers","crystal.castles"
"861","13570","ac.dc","rage.against.the.machine","beatsteaks","queens.of.the.stone.age","oasis","pearl.jam","r.e.m.","guns.n.roses","the.doors","ramones"
"862","13579","ramones","misfits","bad.religion","anti.flag","millencolin","schandmaul","rise.against","subway.to.sally","apocalyptica","foo.fighters"
"863","13613","anti.flag","millencolin","flogging.molly","nirvana","die.toten.hosen","bloodhound.gang","red.hot.chili.peppers","system.of.a.down","billy.talent","peter.fox"
"864","13628","nine.inch.nails","oomph.","farin.urlaub","serj.tankian","in.extremo","schandmaul","peter.fox","apocalyptica","pearl.jam","manu.chao"
"865","13629","deftones","editors","mogwai","porcupine.tree","tool","muse","the.killers","coldplay","modest.mouse","pearl.jam"
"866","13669","justice","crystal.castles","daft.punk","beastie.boys","mgmt","deichkind","goldfrapp","hot.chip","the.chemical.brothers","the.wombats"
"867","13680","serj.tankian","oomph.","limp.bizkit","marilyn.manson","staind","him","seether","schandmaul","apocalyptica","three.days.grace"
"868","13689","guano.apes","papa.roach","serj.tankian","stone.sour","godsmack","three.days.grace","marilyn.manson","sonic.syndicate","trivium","nightwish"
"869","13708","jose.gonzalez","regina.spektor","cocorosie","tegan.and.sara","the.decemberists","sufjan.stevens","the.smiths","arcade.fire","the.national","nouvelle.vague"
"870","13751","the.clash","david.bowie","misfits","eric.clapton","joy.division","bob.dylan","johnny.cash","depeche.mode","jimi.hendrix","the.beatles"
"871","13753","subway.to.sally","schandmaul","marilyn.manson","oomph.","nightwish","apocalyptica","limp.bizkit","rob.zombie","gentleman","slipknot"
"872","13765","nirvana","bloodhound.gang","nickelback","farin.urlaub","sum.41","the.hives","my.chemical.romance","blink.182","panic.at.the.disco","rage.against.the.machine"
"873","13772","soilwork","trivium","machine.head","heaven.shall.burn","caliban","parkway.drive","chimaira","atreyu","three.days.grace","disturbed"
"874","13773","millencolin","misfits","flogging.molly","dropkick.murphys","afi","funeral.for.a.friend","alexisonfire","underoath","editors","cat.power"
"875","13788","funeral.for.a.friend","silverstein","alexisonfire","billy.talent","jimmy.eat.world","bring.me.the.horizon","killswitch.engage","all.that.remains","panic.at.the.disco","good.charlotte"
"876","13806","the.cure","deftones","a.perfect.circle","david.bowie","tori.amos","hot.chip","the.smiths","pearl.jam","radiohead","tool"
"877","13810","tori.amos","bullet.for.my.valentine","rammstein","godsmack","papa.roach","limp.bizkit","foo.fighters","muse","gorillaz","nine.inch.nails"
"878","13818","madonna","james.blunt","queen","black.eyed.peas","eric.clapton","u2","the.pussycat.dolls","bruce.springsteen","lady.gaga","dido"
"879","13828","farin.urlaub","marilyn.manson","him","u2","die.toten.hosen","queen","evanescence","nirvana","nickelback","three.days.grace"
"880","13846","led.zeppelin","motorhead","the.rolling.stones","bob.dylan","ac.dc","eric.clapton","deep.purple","johnny.cash","pink.floyd","volbeat"
"881","13901","oomph.","muse","him","snow.patrol","gentleman","daft.punk","rob.zombie","death.cab.for.cutie","jimmy.eat.world","oasis"
"882","13903","led.zeppelin","bob.dylan","pink.floyd","howard.shore","bruce.springsteen","guns.n.roses","the.beatles","mando.diao","depeche.mode","the.hives"
"883","13907","trivium","sonic.syndicate","rammstein","stone.sour","limp.bizkit","chimaira","papa.roach","soilwork","godsmack","caliban"
"884","13972","the.chemical.brothers","cypress.hill","deep.purple","aerosmith","jimi.hendrix","him","oomph.","gorillaz","pink.floyd","serj.tankian"
"885","13975","jay.z","justin.timberlake","limp.bizkit","david.guetta","billy.talent","bloodhound.gang","cascada","seeed","hans.zimmer","eminem"
"886","13980","him","godsmack","tenacious.d","marilyn.manson","rob.zombie","metallica","bullet.for.my.valentine","stone.sour","serj.tankian","guano.apes"
"887","13993","gentleman","him","rage.against.the.machine","lacuna.coil","nightwish","serj.tankian","in.extremo","james.morrison","cypress.hill","peter.fox"
"888","13994","anti.flag","dropkick.murphys","misfits","afi","flogging.molly","rage.against.the.machine","hoobastank","alexisonfire","billy.talent","enter.shikari"
"889","14003","the.fray","coldplay","bruce.springsteen","oasis","placebo","katie.melua","norah.jones","feist","a.perfect.circle","abba"
"890","14038","billy.talent","limp.bizkit","nirvana","farin.urlaub","evanescence","deftones","good.charlotte","green.day","flyleaf","red.hot.chili.peppers"
"891","14041","faithless","beastie.boys","digitalism","death.cab.for.cutie","deichkind","robbie.williams","mgmt","kaiser.chiefs","aerosmith","the.prodigy"
"892","14085","rammstein","serj.tankian","fall.out.boy","oomph.","placebo","schandmaul","in.extremo","bloodhound.gang","blink.182","papa.roach"
"893","14093","bad.religion","johnny.cash","eric.clapton","david.bowie","the.doors","afi","jimi.hendrix","funeral.for.a.friend","tom.waits","clueso"
"894","14147","arctic.monkeys","the.white.stripes","kaiser.chiefs","mgmt","the.fratellis","incubus","gorillaz","guano.apes","manu.chao","the.subways"
"895","14149","the.offspring","die.toten.hosen","system.of.a.down","beatsteaks","placebo","lenny.kravitz","rage.against.the.machine","guano.apes","alanis.morissette","pearl.jam"
"896","14155","arctic.monkeys","the.white.stripes","cat.power","kaiser.chiefs","the.smashing.pumpkins","crystal.castles","franz.ferdinand","the.decemberists","snow.patrol","bloc.party"
"897","14183","bring.me.the.horizon","chimaira","all.that.remains","heaven.shall.burn","trivium","alexisonfire","underoath","silverstein","enter.shikari","dark.tranquillity"
"898","14186","elliott.smith","tom.waits","the.cure","the.national","the.notwist","the.postal.service","nada.surf","led.zeppelin","cocorosie","dropkick.murphys"
"899","14197","digitalism","hot.chip","arcade.fire","nada.surf","editors","the.ting.tings","modest.mouse","stars","as.i.lay.dying","interpol"
"900","14201","hoobastank","papa.roach","lostprophets","flyleaf","breaking.benjamin","guano.apes","audioslave","godsmack","him","nickelback"
"901","14207","chimaira","alexisonfire","caliban","machine.head","rob.zombie","in.flames","bring.me.the.horizon","bullet.for.my.valentine","parkway.drive","funeral.for.a.friend"
"902","14226","him","amy.macdonald","pink","travis","limp.bizkit","dido","oomph.","flyleaf","sonata.arctica","apocalyptica"
"903","14239","the.doors","sum.41","led.zeppelin","jimmy.eat.world","paramore","deep.purple","the.rolling.stones","the.offspring","eric.clapton","billy.talent"
"904","14243","kelly.clarkson","subway.to.sally","britney.spears","christina.aguilera","the.pussycat.dolls","him","avril.lavigne","lacuna.coil","jack.johnson","die.toten.hosen"
"905","14253","the.doors","the.rolling.stones","aerosmith","pink.floyd","black.sabbath","bob.dylan","guns.n.roses","manowar","judas.priest","bob.marley...the.wailers"
"906","14300","faithless","the.cure","u2","genesis","guns.n.roses","pink.floyd","queen","bloodhound.gang","tori.amos","david.guetta"
"907","14308","dropkick.murphys","anti.flag","nofx","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air"
"908","14324","audioslave","godsmack","flogging.molly","arch.enemy","oasis","paramore","volbeat","the.offspring","slipknot","ac.dc"
"909","14347","razorlight","death.cab.for.cutie","bloc.party","the.libertines","the.fratellis","the.subways","travis","babyshambles","tenacious.d","incubus"
"910","14370","seeed","timbaland","bob.marley","gentleman","the.offspring","muse","peter.fox","audioslave","the.chemical.brothers","daft.punk"
"911","14378","snow.patrol","goldfrapp","thievery.corporation","the.prodigy","jamiroquai","incubus","him","genesis","flyleaf","farin.urlaub"
"912","14390","limp.bizkit","gentleman","serj.tankian","bullet.for.my.valentine","farin.urlaub","billy.talent","hans.zimmer","die.toten.hosen","red.hot.chili.peppers","rise.against"
"913","14431","the.beatles","the.doors","jack.johnson","moby","led.zeppelin","jimi.hendrix","u2","thievery.corporation","portishead","genesis"
"914","14494","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"915","14505","dimmu.borgir","ensiferum","amon.amarth","finntroll","korpiklaani","kreator","eluveitie","die.apokalyptischen.reiter","parkway.drive","in.flames"
"916","14558","iron.maiden","nightwish","in.extremo","audioslave","blind.guardian","godsmack","slayer","oomph.","guns.n.roses","papa.roach"
"917","14579","eels","modest.mouse","the.white.stripes","the.notwist","the.strokes","radiohead","nada.surf","kaiser.chiefs","bloc.party","franz.ferdinand"
"918","14587","arch.enemy","kreator","dimmu.borgir","metallica","slayer","equilibrium","soilwork","black.sabbath","chimaira","trivium"
"919","14589","genesis","u2","travis","moby","clueso","queen","bad.religion","jack.johnson","pink.floyd","franz.ferdinand"
"920","14595","the.cure","nirvana","audioslave","flogging.molly","queens.of.the.stone.age","incubus","pearl.jam","sufjan.stevens","beatsteaks","coldplay"
"921","14608","muse","death.cab.for.cutie","mogwai","coldplay","modest.mouse","bright.eyes","stars","arcade.fire","blur","razorlight"
"922","14618","the.wombats","the.chemical.brothers","billy.talent","eminem","the.subways","david.guetta","arctic.monkeys","limp.bizkit","lily.allen","lenny.kravitz"
"923","14633","bob.marley","rage.against.the.machine","alanis.morissette","jack.johnson","eminem","seeed","james.blunt","limp.bizkit","tenacious.d","oasis"
"924","14635","rise.against","millencolin","bad.religion","limp.bizkit","hoobastank","dropkick.murphys","three.days.grace","anti.flag","the.prodigy","nickelback"
"925","14640","daft.punk","beastie.boys","goldfrapp","gentleman","justice","eminem","the.doors","jay.z","led.zeppelin","crystal.castles"
"926","14675","rammstein","system.of.a.down","good.charlotte","fall.out.boy","ac.dc","farin.urlaub","guns.n.roses","blink.182","the.offspring","nickelback"
"927","14678","david.guetta","timbaland","rihanna","eminem","lenny.kravitz","deichkind","jay.z","madonna","daft.punk","digitalism"
"928","14712","oasis","the.fratellis","the.hives","queens.of.the.stone.age","kaiser.chiefs","coldplay","placebo","kings.of.leon","keane","razorlight"
"929","14720","nouvelle.vague","goldfrapp","portishead","katie.melua","jamiroquai","thievery.corporation","massive.attack","moby","frank.sinatra","boards.of.canada"
